theta_deg,e_plane_db
155.0,-45.29
155.0,-45.30
155.1,-45.30
155.1,-45.31
155.2,-45.31
155.2,-45.31
155.3,-45.32
155.3,-45.32
155.4,-45.32
155.4,-45.33
155.5,-45.33
155.5,-45.33
155.6,-45.34
155.6,-45.34
155.7,-45.34
155.7,-45.35
155.8,-45.35
155.8,-45.35
155.9,-45.36
155.9,-45.36
156.0,-45.36
156.0,-45.37
156.1,-45.37
156.1,-45.37
156.2,-45.38
156.2,-45.38
156.3,-45.38
156.3,-45.39
156.4,-45.39
156.4,-45.39
156.5,-45.40
156.5,-45.40
156.6,-45.40
156.6,-45.41
156.7,-45.41
156.7,-45.41
156.8,-45.41
156.8,-45.42
156.9,-45.42
156.9,-45.42
157.0,-45.42
157.0,-45.43
157.1,-45.43
157.1,-45.43
157.2,-45.44
157.2,-45.44
157.3,-45.44
157.3,-45.44
157.4,-45.45
157.4,-45.45
157.5,-45.45
157.5,-45.45
157.6,-45.46
157.6,-45.46
157.7,-45.46
157.7,-45.46
157.8,-45.46
157.8,-45.47
157.9,-45.47
157.9,-45.47
158.0,-45.47
158.0,-45.47
158.1,-45.48
158.1,-45.48
158.2,-45.48
158.2,-45.48
158.3,-45.48
158.3,-45.49
158.4,-45.49
158.4,-45.49
158.5,-45.49
158.5,-45.49
158.6,-45.49
158.6,-45.50
158.7,-45.50
158.7,-45.50
158.8,-45.50
158.8,-45.50
158.9,-45.50
158.9,-45.50
159.0,-45.51
159.0,-45.51
159.1,-45.51
159.1,-45.51
159.2,-45.51
159.2,-45.51
159.3,-45.51
159.3,-45.51
159.4,-45.51
159.4,-45.51
159.5,-45.52
159.5,-45.52
159.6,-45.52
159.6,-45.52
159.7,-45.52
159.7,-45.52
159.8,-45.52
159.8,-45.52
159.9,-45.52
159.9,-45.52
160.0,-45.52
160.0,-45.52
160.1,-45.52
160.1,-45.52
160.2,-45.52
160.2,-45.52
160.3,-45.52
160.3,-45.52
160.4,-45.52
160.4,-45.52
160.5,-45.52
160.5,-45.52
160.6,-45.52
160.6,-45.52
160.7,-45.52
160.7,-45.52
160.8,-45.52
160.8,-45.52
160.9,-45.52
160.9,-45.52
161.0,-45.52
161.0,-45.52
161.1,-45.52
161.1,-45.51
161.2,-45.51
161.2,-45.51
161.3,-45.51
161.3,-45.51
161.4,-45.51
161.4,-45.51
161.5,-45.51
161.5,-45.50
161.6,-45.50
161.6,-45.50
161.7,-45.50
161.7,-45.50
161.8,-45.50
161.8,-45.49
161.9,-45.49
161.9,-45.49
162.0,-45.49
162.0,-45.49
162.1,-45.48
162.1,-45.48
162.2,-45.48
162.2,-45.48
162.3,-45.48
162.3,-45.47
162.4,-45.47
162.4,-45.47
162.5,-45.47
162.5,-45.46
162.6,-45.46
162.6,-45.46
162.7,-45.45
162.7,-45.45
162.8,-45.45
162.8,-45.44
162.9,-45.44
162.9,-45.44
163.0,-45.43
163.0,-45.43
163.1,-45.43
163.1,-45.42
163.2,-45.42
163.2,-45.41
163.3,-45.41
163.3,-45.41
163.4,-45.40
163.4,-45.40
163.5,-45.39
163.5,-45.39
163.6,-45.38
163.6,-45.38
163.7,-45.38
163.7,-45.37
163.8,-45.37
163.8,-45.36
163.9,-45.36
163.9,-45.35
164.0,-45.35
164.0,-45.34
164.1,-45.33
164.1,-45.33
164.2,-45.32
164.2,-45.32
164.3,-45.31
164.3,-45.31
164.4,-45.30
164.4,-45.29
164.5,-45.29
164.5,-45.28
164.6,-45.27
164.6,-45.27
164.7,-45.26
164.7,-45.25
164.8,-45.25
164.8,-45.24
164.9,-45.23
164.9,-45.23
165.0,-45.22
165.0,-45.21
165.1,-45.20
165.1,-45.20
165.2,-45.19
165.2,-45.18
165.3,-45.17
165.3,-45.16
165.4,-45.16
165.4,-45.15
165.5,-45.14
165.5,-45.13
165.6,-45.12
165.6,-45.11
165.7,-45.10
165.7,-45.10
165.8,-45.09
165.8,-45.08
165.9,-45.07
165.9,-45.06
166.0,-45.05
166.0,-45.04
166.1,-45.03
166.1,-45.02
166.2,-45.01
166.2,-45.00
166.3,-44.99
166.3,-44.98
166.4,-44.97
166.4,-44.95
166.5,-44.94
166.5,-44.93
166.6,-44.92
166.6,-44.91
166.7,-44.90
166.7,-44.89
166.8,-44.87
166.8,-44.86
166.9,-44.85
166.9,-44.84
167.0,-44.82
167.0,-44.81
167.1,-44.80
167.1,-44.79
167.2,-44.77
167.2,-44.76
167.3,-44.75
167.3,-44.73
167.4,-44.72
167.4,-44.70
167.5,-44.69
167.5,-44.68
167.6,-44.66
167.6,-44.65
167.7,-44.63
167.7,-44.62
167.8,-44.60
167.8,-44.59
167.9,-44.57
167.9,-44.55
168.0,-44.54
168.0,-44.52
168.1,-44.51
168.1,-44.49
168.2,-44.47
168.2,-44.46
168.3,-44.44
168.3,-44.42
168.4,-44.40
168.4,-44.39
168.5,-44.37
168.5,-44.35
168.5,-44.33
168.6,-44.31
168.6,-44.29
168.7,-44.28
168.7,-44.26
168.8,-44.24
168.8,-44.22
168.9,-44.20
168.9,-44.18
169.0,-44.16
169.0,-44.14
169.1,-44.12
169.1,-44.10
169.2,-44.07
169.2,-44.05
169.3,-44.03
169.3,-44.01
169.4,-43.99
169.4,-43.97
169.5,-43.94
169.5,-43.92
169.6,-43.90
169.6,-43.87
169.7,-43.85
169.7,-43.83
169.8,-43.80
169.8,-43.78
169.9,-43.75
169.9,-43.73
170.0,-43.70
170.0,-43.68
170.1,-43.65
170.1,-43.63
170.2,-43.60
170.2,-43.57
170.3,-43.55
170.3,-43.52
170.4,-43.49
170.4,-43.47
170.5,-43.44
170.5,-43.41
170.6,-43.38
170.6,-43.35
170.7,-43.32
170.7,-43.29
170.8,-43.26
170.8,-43.23
170.9,-43.20
170.9,-43.17
171.0,-43.14
171.0,-43.11
171.1,-43.08
171.1,-43.05
171.2,-43.02
171.2,-42.98
171.3,-42.95
171.3,-42.92
171.4,-42.88
171.4,-42.85
171.5,-42.81
171.5,-42.78
171.6,-42.74
171.6,-42.71
171.7,-42.67
171.7,-42.64
171.8,-42.60
171.8,-42.56
171.9,-42.53
171.9,-42.49
172.0,-42.45
172.0,-42.41
172.1,-42.37
172.1,-42.33
172.2,-42.29
172.2,-42.25
172.3,-42.21
172.3,-42.17
172.4,-42.13
172.4,-42.09
172.5,-42.04
172.5,-42.00
172.6,-41.96
172.6,-41.91
172.7,-41.87
172.7,-41.82
172.8,-41.78
172.8,-41.73
172.9,-41.69
172.9,-41.64
173.0,-41.59
173.0,-41.54
173.1,-41.50
173.1,-41.45
173.2,-41.40
173.2,-41.35
173.3,-41.30
173.3,-41.25
173.4,-41.19
173.4,-41.14
173.5,-41.09
173.5,-41.04
173.6,-40.98
173.6,-40.93
173.7,-40.87
173.7,-40.81
173.8,-40.76
173.8,-40.70
173.9,-40.64
173.9,-40.58
174.0,-40.53
174.0,-40.47
174.1,-40.40
174.1,-40.34
174.2,-40.28
174.2,-40.22
174.3,-40.15
174.3,-40.09
174.4,-40.03
174.4,-39.96
174.5,-39.89
174.5,-39.83
174.6,-39.76
174.6,-39.69
174.7,-39.62
174.7,-39.55
174.8,-39.48
174.8,-39.40
174.9,-39.33
174.9,-39.25
175.0,-39.18
175.0,-39.10
175.1,-39.03
175.1,-38.95
175.2,-38.87
175.2,-38.79
175.3,-38.71
175.3,-38.62
175.4,-38.54
175.4,-38.46
175.5,-38.37
175.5,-38.28
175.6,-38.19
175.6,-38.10
175.7,-38.01
175.7,-37.92
175.8,-37.83
175.8,-37.73
175.9,-37.64
175.9,-37.54
176.0,-37.44
176.0,-37.34
176.1,-37.24
176.1,-37.14
176.2,-37.03
176.2,-36.93
176.3,-36.82
176.3,-36.71
176.4,-36.60
176.4,-36.48
176.5,-36.37
176.5,-36.25
176.6,-36.13
176.6,-36.01
176.7,-35.89
176.7,-35.76
176.8,-35.64
176.8,-35.51
176.9,-35.38
176.9,-35.24
177.0,-35.11
177.0,-34.97
177.1,-34.83
177.1,-34.68
177.2,-34.53
177.2,-34.38
177.3,-34.23
177.3,-34.08
177.4,-33.92
177.4,-33.75
177.5,-33.59
177.5,-33.42
177.6,-33.25
177.6,-33.07
177.7,-32.89
177.7,-32.70
177.8,-32.51
177.8,-32.32
177.9,-32.12
177.9,-31.92
178.0,-31.71
178.0,-31.49
178.1,-31.27
178.1,-31.05
178.2,-30.81
178.2,-30.58
178.3,-30.33
178.3,-30.07
178.4,-29.81
178.4,-29.54
178.5,-29.26
178.5,-28.97
178.6,-28.67
178.6,-28.36
178.7,-28.04
178.7,-27.70
178.8,-27.35
178.8,-26.99
178.9,-26.61
178.9,-26.21
179.0,-25.79
179.0,-25.35
179.1,-24.89
179.1,-24.40
179.2,-23.88
179.2,-23.32
179.3,-22.73
179.3,-22.10
179.4,-21.41
179.4,-20.66
179.5,-19.85
179.5,-18.95
179.6,-17.94
179.6,-16.81
179.7,-15.50
179.7,-13.96
179.8,-12.08
179.8,-9.69
179.9,-6.36
179.9,-0.92
